,0,1
303,762.74316,2527.7432
304,2218.1064,2529.1326
305,2343.6592,2529.0269
306,2506.8728,2546.2253
307,2061.6313,2553.3027
308,2585.7056,2557.6052
309,1827.615,2583.254
310,1966.2169,2576.995
311,68.43934,2592.7395
312,140.92133,2598.482
313,199.07867,2598.482
314,822.9578,2587.3147
315,697.3095,2586.6067
316,261.4848,2592.5037
317,322.1361,2592.4233
318,382.6369,2592.4155
319,443.26526,2592.473
320,503.6228,2592.5735
321,564.26355,2592.5598
322,626.3923,2592.4932
323,2060.3542,2682.8152
324,2217.6606,2682.2117
325,2370.029,2681.8208
326,2493.454,2678.6838
327,2576.5232,2692.5596
328,2130.8252,2681.0107
329,1323.4668,2709.0542
330,2530.75,2715.75
331,2576.5198,2692.5596
332,138.83087,2725.0679
333,200.98955,2724.552
334,261.55902,2724.641
335,322.18555,2724.7654
336,382.60867,2724.7637
337,443.22464,2724.702
338,503.652,2724.6887
339,564.5079,2724.437
340,626.3481,2724.6042
341,693.24146,2724.4097
342,1968.5557,2797.926
343,2033.1072,2790.8872
344,2128.4512,2752.7441
345,2160.8613,2786.9163
346,692.8433,2841.804
347,821.3771,2833.4326
348,1825.8921,2831.5613
349,2224.6873,2842.8176
350,2368.8325,2833.5583
351,402.816,2831.8438
352,2159.4785,2846.809
353,2522.1345,2858.6333
354,2583.3862,2850.0925
355,1911.5,2844.5
356,2082.0688,2853.6206
357,2270.358,2836.9229
358,410.28592,2897.2446
359,123.62286,2906.935
360,227.2912,2922.383
361,335.18427,2922.3206
362,410.28558,2897.2446
363,1837.3777,2933.9646
364,2345.0,2915.0
365,2005.7032,2937.297
366,169.54546,2953.0
367,1323.6736,2952.5867
368,405.0,2942.5
369,831.1539,2967.8845
370,1817.2728,2970.0
371,2158.9473,2952.414
372,2221.363,2952.4124
373,2522.3464,3011.9802
374,497.50443,2984.7212
375,138.58249,3007.9497
376,2361.5942,3013.0454
377,2021.4006,3017.7747
378,2158.9226,3013.522
379,2221.3733,3013.5327
380,1836.3579,3070.6301
381,2353.8562,3087.5269
382,2576.2854,3088.2131
383,1917.1454,3073.3647
384,2086.8384,3095.93
385,2421.0715,3085.7144
386,2131.178,3103.0127
387,2519.5269,3111.6929
388,2576.2817,3088.2158
389,129.25533,3144.7341
390,2443.123,3116.924
391,1836.1765,3140.215
392,1917.0978,3135.5366
393,2286.0818,3136.6895
394,68.39829,3193.0579
395,2103.8442,3169.307
396,2211.75,3171.0693
397,2443.0369,3183.5403
398,2527.1438,3189.3525
399,160.0,3187.5
400,1323.0507,3197.228
401,1067.179,3196.8396
402,1581.9578,3196.859
403,2351.8481,3207.6853
404,116.10477,3193.8438
405,2408.4102,3217.937
406,2132.098,3228.9915
407,202.15761,3279.8074
408,2001.6168,3248.4155
409,2220.1367,3317.1724
410,2281.8696,3317.1414
411,1981.7896,3350.6821
412,2095.6064,3361.5781
413,2220.1526,3378.0342
414,2281.8555,3378.0806
415,2357.974,3387.687
416,2582.7935,3410.856
417,1841.4808,3431.0146
418,804.2813,3456.0647
419,811.5752,3432.1416
420,1922.3684,3438.421
421,2084.1416,3447.526
422,661.9911,3443.1929
423,1972.3872,3448.2175
424,2159.4727,3447.489
425,2279.9248,3474.7195
426,2044.5596,3525.325
427,2172.3706,3514.6104
428,666.9447,3528.7625
429,1998.5938,3533.9062
430,862.5979,3527.6797
431,1786.5527,3527.8342
432,2062.5833,3543.2734
433,2137.2222,3543.3118
434,923.3391,3588.5508
435,1725.8638,3588.6672
436,2056.7046,3623.0251
437,2142.612,3622.958
438,665.92035,3663.6348
439,1976.9336,3658.753
440,984.5248,3650.772
441,1663.7572,3650.8481
442,1295.0,3655.0
443,1355.0,3655.0
444,1251.7567,3692.3813
445,1397.6721,3696.638
446,1082.2019,3708.4775
447,1566.9172,3708.528
448,216.12746,3708.565
449,494.54486,3708.7217
450,1605.8511,3711.6604
451,2493.1455,3742.372
452,2548.8096,3749.0476
453,667.0618,3773.6982
454,2014.1014,3776.9893
455,2500.238,3798.0952
456,2549.762,3798.0952
457,2279.7158,3830.9949
458,667.1532,3831.0112
459,1971.4642,3834.6165
460,62.977745,3833.604
461,218.54037,3829.6848
462,492.10657,3828.6455
463,851.05176,3842.3809
464,1043.0293,3833.437
465,1606.0248,3833.3347
466,1798.2712,3842.372
467,2015.1919,3833.5625
468,2586.051,3833.4927
469,736.73083,3842.1155
470,989.51196,3836.255
471,1201.2046,3835.6472
472,1448.0789,3835.562
473,1658.1708,3835.914
474,1911.8965,3842.069
